sample_id,source_dataset,split,group_id,output_image,normalized_annotation,normalized_annotation_sha256,canonical_labels,mapping_version,license_id,target_annotation_count,mapping_strengths,segmentation_annotation_count,rejected_geometry_count,geometry_qc,task,eligibility,geometry
s2ds_0004,S2DS,train,S2DS:425,data/feasibility_v0/images/s2ds/s2ds_0004.png,data/feasibility_v0/normalized/s2ds_0004.json,79799bd831abd51ef706e8970b6b2f845b1021fb1acca458a77ee86af9f4b181,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0005,S2DS,train,S2DS:106,data/feasibility_v0/images/s2ds/s2ds_0005.png,data/feasibility_v0/normalized/s2ds_0005.json,eb4407b157ac1f742e3bc55696833fa9de847addda2ee76c1aab0972d03fa87d,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0006,S2DS,train,S2DS:341,data/feasibility_v0/images/s2ds/s2ds_0006.png,data/feasibility_v0/normalized/s2ds_0006.json,054de8d94d8fb13120e0be42146613940858a5357f20836aa2f923671b2b5ec4,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0007,S2DS,train,S2DS:266,data/feasibility_v0/images/s2ds/s2ds_0007.png,data/feasibility_v0/normalized/s2ds_0007.json,93fb6d8a9f335dbf2572f9ad9f08f5dd90a30ee5300e124395c3543412dd3f80,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0008,S2DS,train,S2DS:393,data/feasibility_v0/images/s2ds/s2ds_0008.png,data/feasibility_v0/normalized/s2ds_0008.json,f1bb06b2b1849ff566c97834caf418d1d3b20c0b0fbca02417eeabdc656aa40d,efflorescence_leaching|rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0009,S2DS,train,S2DS:381,data/feasibility_v0/images/s2ds/s2ds_0009.png,data/feasibility_v0/normalized/s2ds_0009.json,f5377f3b328b7c2411bc07e510bca709cf38866baac6747d447ba086c182477a,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0010,S2DS,train,S2DS:398,data/feasibility_v0/images/s2ds/s2ds_0010.png,data/feasibility_v0/normalized/s2ds_0010.json,b739c6ed9a1aae484dcc0a502a5d970efab78500fbf892f8c39530bb809e236f,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0011,S2DS,train,S2DS:039,data/feasibility_v0/images/s2ds/s2ds_0011.png,data/feasibility_v0/normalized/s2ds_0011.json,dff4714a88ec82dddf889f60e46db28f23c17bed028042779ad6429b7988ba3b,efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0012,S2DS,train,S2DS:452,data/feasibility_v0/images/s2ds/s2ds_0012.png,data/feasibility_v0/normalized/s2ds_0012.json,ebd995d53fd39de3930686692f1f355a49cd69cf35e5ded6597c2f449eb80dcb,crack|efflorescence_leaching,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0013,S2DS,train,S2DS:257,data/feasibility_v0/images/s2ds/s2ds_0013.png,data/feasibility_v0/normalized/s2ds_0013.json,054772c1978ffc110400c6bdeb2bcda8a2aa4937507575f18b29035aa47b0f8e,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0014,S2DS,train,S2DS:383,data/feasibility_v0/images/s2ds/s2ds_0014.png,data/feasibility_v0/normalized/s2ds_0014.json,639b3f436b9c0f1c2550414ae878596ca9755ebc8b962321ea6c601141fcf01f,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0015,S2DS,train,S2DS:330,data/feasibility_v0/images/s2ds/s2ds_0015.png,data/feasibility_v0/normalized/s2ds_0015.json,0ef2aabcb8c33e0b84e63521789f2187290ff4abee7a313abf0f337d530e42d4,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0016,S2DS,train,S2DS:153,data/feasibility_v0/images/s2ds/s2ds_0016.png,data/feasibility_v0/normalized/s2ds_0016.json,bd42bd810e97b92836aa1698d2d8bc89446dd1d22dbbdbc4d2f1a72b2d7bcfd6,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0017,S2DS,train,S2DS:042,data/feasibility_v0/images/s2ds/s2ds_0017.png,data/feasibility_v0/normalized/s2ds_0017.json,6f6dc79bd9d6f7eb11a4c92b45023cda2e09aba924200e1e946b3c5cf7ac0cf6,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0018,S2DS,train,S2DS:419,data/feasibility_v0/images/s2ds/s2ds_0018.png,data/feasibility_v0/normalized/s2ds_0018.json,a1cd14acfc8bed2ec32e6479102f19ff14abad202e07b8810a2e9815818831d0,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0019,S2DS,train,S2DS:088,data/feasibility_v0/images/s2ds/s2ds_0019.png,data/feasibility_v0/normalized/s2ds_0019.json,b8a353c3c8fb79584456b7f2d3d31ff64ffc7a8424dee54b207b414f36614d55,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0020,S2DS,train,S2DS:311,data/feasibility_v0/images/s2ds/s2ds_0020.png,data/feasibility_v0/normalized/s2ds_0020.json,fb9e70c9d3c9af2341452ee0321d819e901bf4c10d05b12ab3851c69ac7f4851,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0021,S2DS,train,S2DS:264,data/feasibility_v0/images/s2ds/s2ds_0021.png,data/feasibility_v0/normalized/s2ds_0021.json,36811cf119b8f84b67fb0ed97b0ca9e98199ef79fe4b8fe7f57f3ebb0e17db50,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0022,S2DS,train,S2DS:416,data/feasibility_v0/images/s2ds/s2ds_0022.png,data/feasibility_v0/normalized/s2ds_0022.json,9a55984d88e9f27ebf876f8fdb6f7dc0ed11efcee80d3f27856ecabd365600e7,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0023,S2DS,train,S2DS:247,data/feasibility_v0/images/s2ds/s2ds_0023.png,data/feasibility_v0/normalized/s2ds_0023.json,bf1c04d697c009ec824ece7bd8d6fe8a969f689299e5a8d2487dbc0f0531bc33,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0024,S2DS,train,S2DS:530,data/feasibility_v0/images/s2ds/s2ds_0024.png,data/feasibility_v0/normalized/s2ds_0024.json,5de985d5faacb92e2bcfa98d05fafc28ae2847ff1101c588e35bd447c46c581d,rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,weak,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0025,S2DS,train,S2DS:529,data/feasibility_v0/images/s2ds/s2ds_0025.png,data/feasibility_v0/normalized/s2ds_0025.json,33610e73a47e20cb77384fe2c8af7a6d22f6da47155c51e3393397e7adf3a1a0,spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0026,S2DS,train,S2DS:198,data/feasibility_v0/images/s2ds/s2ds_0026.png,data/feasibility_v0/normalized/s2ds_0026.json,a5cd738e512a5359f426a7a40c7991d3fea27bb97b46b0d6639a966437aa6c6c,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0027,S2DS,train,S2DS:283,data/feasibility_v0/images/s2ds/s2ds_0027.png,data/feasibility_v0/normalized/s2ds_0027.json,c994d0530134a1b751169766f07927f06c980f100ebaf3f0e36fc28fe1cd0dc5,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0028,S2DS,train,S2DS:171,data/feasibility_v0/images/s2ds/s2ds_0028.png,data/feasibility_v0/normalized/s2ds_0028.json,9739e63375f4428892996d3c11ea89134942ebde90eea0fb7133b71a216ad3eb,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0029,S2DS,train,S2DS:038,data/feasibility_v0/images/s2ds/s2ds_0029.png,data/feasibility_v0/normalized/s2ds_0029.json,ebf19bf91aa1f7d23cbcb86b4bcfaf1cb0b3454621c9d996b843eddf8a04498f,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0030,S2DS,train,S2DS:557,data/feasibility_v0/images/s2ds/s2ds_0030.png,data/feasibility_v0/normalized/s2ds_0030.json,3575ef618514d2c9567211e023bb23b921c6c9307f954a3b5bce1e5b9fe96a76,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0031,S2DS,train,S2DS:196,data/feasibility_v0/images/s2ds/s2ds_0031.png,data/feasibility_v0/normalized/s2ds_0031.json,0696ae4bb41bcd348ceb378f9aa733308f2defa40d2259c6f6d43111692da427,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0032,S2DS,train,S2DS:214,data/feasibility_v0/images/s2ds/s2ds_0032.png,data/feasibility_v0/normalized/s2ds_0032.json,1c559fe330ec280b3303b4da9d4a0c1b84b103154eea6e151c60cc79f2f8ec3b,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0033,S2DS,train,S2DS:100,data/feasibility_v0/images/s2ds/s2ds_0033.png,data/feasibility_v0/normalized/s2ds_0033.json,5eb7649e59c36a0643e02411ca72e31fd8aa69ff0e006cca86a3ff719ac13b4d,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0034,S2DS,train,S2DS:521,data/feasibility_v0/images/s2ds/s2ds_0034.png,data/feasibility_v0/normalized/s2ds_0034.json,d742874967cf13475bf811975904c06e298710ff33777caa6f0c56641f786d87,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0035,S2DS,train,S2DS:469,data/feasibility_v0/images/s2ds/s2ds_0035.png,data/feasibility_v0/normalized/s2ds_0035.json,9153775ba870995ea54886d2d07520a57a160ad2cceb08056f4ce22590367a35,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0036,S2DS,train,S2DS:320,data/feasibility_v0/images/s2ds/s2ds_0036.png,data/feasibility_v0/normalized/s2ds_0036.json,dc34a5eb660b3417430d8e35f207862feb0f3cc8e25a2804701918f9245380c6,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0037,S2DS,train,S2DS:387,data/feasibility_v0/images/s2ds/s2ds_0037.png,data/feasibility_v0/normalized/s2ds_0037.json,c92236c1ae74c0dd5e674ab136790081d75d6497c289ca7e965b27599aa32026,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0038,S2DS,train,S2DS:209,data/feasibility_v0/images/s2ds/s2ds_0038.png,data/feasibility_v0/normalized/s2ds_0038.json,37849df6fff6f650c9ee767c216382e029046a4a7ea224f64e74b21c2f667ea5,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0039,S2DS,train,S2DS:120,data/feasibility_v0/images/s2ds/s2ds_0039.png,data/feasibility_v0/normalized/s2ds_0039.json,9ec8091f440541de573e3e534c508ed24555c30f905e11d9167af888917d90aa,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0040,S2DS,train,S2DS:411,data/feasibility_v0/images/s2ds/s2ds_0040.png,data/feasibility_v0/normalized/s2ds_0040.json,a4b5faae838429e06bc09a5806111d74e2975cdb66ec63aea231fd3442185899,rust_staining|spalling,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0041,S2DS,train,S2DS:464,data/feasibility_v0/images/s2ds/s2ds_0041.png,data/feasibility_v0/normalized/s2ds_0041.json,1f8aa08cb4a455c9fcb7c6d6e08a059db6d076ca4fd2d351a2bdf6597a2440a0,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0042,S2DS,train,S2DS:500,data/feasibility_v0/images/s2ds/s2ds_0042.png,data/feasibility_v0/normalized/s2ds_0042.json,6a333f585a1c68fcf030d01b508d51c949c34bf939d93d4da26f0cf4d04cc5dc,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0043,S2DS,train,S2DS:297,data/feasibility_v0/images/s2ds/s2ds_0043.png,data/feasibility_v0/normalized/s2ds_0043.json,6b1ae0d7a4f2aaea107a8d73a762e967ed1dcea5803e187ceb3138f53e8a5480,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0044,S2DS,train,S2DS:021,data/feasibility_v0/images/s2ds/s2ds_0044.png,data/feasibility_v0/normalized/s2ds_0044.json,7adc4b9f8d5e8feb629bc37a7781dc7a01a0b6c67d94548dce89bd98665aa56f,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0045,S2DS,train,S2DS:062,data/feasibility_v0/images/s2ds/s2ds_0045.png,data/feasibility_v0/normalized/s2ds_0045.json,6413eeb426a88743961818212c34be7a9a44e200d77454bf71371c682664d8d5,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0046,S2DS,train,S2DS:560,data/feasibility_v0/images/s2ds/s2ds_0046.png,data/feasibility_v0/normalized/s2ds_0046.json,9f98593a23716604d4e8a77a60b9428830170670ac102dbd07aed3312cf896a3,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0047,S2DS,train,S2DS:358,data/feasibility_v0/images/s2ds/s2ds_0047.png,data/feasibility_v0/normalized/s2ds_0047.json,3aa5ff777e1b10568cbaa94b68c5d9d8bce5ed44f1f8698fe04d6fcbb1f7c996,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0048,S2DS,train,S2DS:025,data/feasibility_v0/images/s2ds/s2ds_0048.png,data/feasibility_v0/normalized/s2ds_0048.json,98eb7880979ae9bf7196f5f354847ce1d46dba57fe11700a35bd95672bfba8f5,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0049,S2DS,train,S2DS:104,data/feasibility_v0/images/s2ds/s2ds_0049.png,data/feasibility_v0/normalized/s2ds_0049.json,97f112de60744737d65f5b73ed3c07dbb4e271220790615b87eca76ad2638d1a,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0050,S2DS,train,S2DS:201,data/feasibility_v0/images/s2ds/s2ds_0050.png,data/feasibility_v0/normalized/s2ds_0050.json,27c576e23c1802c7fca100495614a52f1eea1083a4f6544fd1cd30069b2f43ba,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0051,S2DS,train,S2DS:357,data/feasibility_v0/images/s2ds/s2ds_0051.png,data/feasibility_v0/normalized/s2ds_0051.json,7da324c26d518c2075f443bfd0cb1953c9e934f73766f561bdfc01ebd0213f44,crack|rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0052,S2DS,train,S2DS:075,data/feasibility_v0/images/s2ds/s2ds_0052.png,data/feasibility_v0/normalized/s2ds_0052.json,8b7b5b6aca0708520c791769b85db98ded50266ff4eda6c499b59a6c155c6cca,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0053,S2DS,train,S2DS:489,data/feasibility_v0/images/s2ds/s2ds_0053.png,data/feasibility_v0/normalized/s2ds_0053.json,52dfa9767f0fa64770ec9a44ccf7a4fba14df80c961fe41b271fa3ac31f38c6b,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0054,S2DS,train,S2DS:555,data/feasibility_v0/images/s2ds/s2ds_0054.png,data/feasibility_v0/normalized/s2ds_0054.json,8d46ef78b078426b144bf4f674c4c89390cefa81e67037159337bab373e542dc,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0055,S2DS,train,S2DS:343,data/feasibility_v0/images/s2ds/s2ds_0055.png,data/feasibility_v0/normalized/s2ds_0055.json,8fee04c70e07754a25ed75515502518ce37833a172760ceac2388407e3fd3b2d,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0056,S2DS,train,S2DS:278,data/feasibility_v0/images/s2ds/s2ds_0056.png,data/feasibility_v0/normalized/s2ds_0056.json,cd142c3151de15410fb499bbb219ab5c5a6dc832b99e8db9d4061332e35661fd,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0057,S2DS,train,S2DS:231,data/feasibility_v0/images/s2ds/s2ds_0057.png,data/feasibility_v0/normalized/s2ds_0057.json,0fb1f19df3621ee3329a33ed6700a0318c5df23cccedb632af4c67cf90a7c3fb,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0058,S2DS,train,S2DS:117,data/feasibility_v0/images/s2ds/s2ds_0058.png,data/feasibility_v0/normalized/s2ds_0058.json,fe29c277ab8f1835b93cc7e6dc3e9347e7f753916fee461996f8190a1a6d3b68,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0059,S2DS,train,S2DS:418,data/feasibility_v0/images/s2ds/s2ds_0059.png,data/feasibility_v0/normalized/s2ds_0059.json,750e5b6ca11bc627fd7fc23378d8a33335719522fe2d0fea085d241669bae706,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0060,S2DS,train,S2DS:288,data/feasibility_v0/images/s2ds/s2ds_0060.png,data/feasibility_v0/normalized/s2ds_0060.json,6efe198c8811d85fddd16521660d2ab1a51571f637e56dd6b6d7e9116398f865,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0061,S2DS,train,S2DS:144,data/feasibility_v0/images/s2ds/s2ds_0061.png,data/feasibility_v0/normalized/s2ds_0061.json,8b8e835d10bbb0eeb6e96e0d8df70b45ae4ff0d052a0879348df187acbaa186b,crack|rust_staining,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,2,direct|weak,2,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0062,S2DS,train,S2DS:304,data/feasibility_v0/images/s2ds/s2ds_0062.png,data/feasibility_v0/normalized/s2ds_0062.json,49a3ee29988fbd4ee4339923b136838eb9e4ad883f45444633ec66238b6d09a9,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0063,S2DS,train,S2DS:531,data/feasibility_v0/images/s2ds/s2ds_0063.png,data/feasibility_v0/normalized/s2ds_0063.json,f4f7cbf6209d06627b2ff8051b2ffcfc5c6287aa3528b2b91f17f2e575817005,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0064,S2DS,train,S2DS:505,data/feasibility_v0/images/s2ds/s2ds_0064.png,data/feasibility_v0/normalized/s2ds_0064.json,7ffef41a7accee99adb32ca159288dbbb8d83856bd048a45eeb4006979a084dd,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0065,S2DS,train,S2DS:024,data/feasibility_v0/images/s2ds/s2ds_0065.png,data/feasibility_v0/normalized/s2ds_0065.json,8673b88efc80a10527719ba0329f7699bd65909c0e4a4d99d8feb26235a5d4f2,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0066,S2DS,train,S2DS:312,data/feasibility_v0/images/s2ds/s2ds_0066.png,data/feasibility_v0/normalized/s2ds_0066.json,579078a4b473e9f33895d2a9f79f0cc02a09757d56a95d5b3384ff514b11e0e0,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0067,S2DS,train,S2DS:267,data/feasibility_v0/images/s2ds/s2ds_0067.png,data/feasibility_v0/normalized/s2ds_0067.json,5244e4cb362dd355eab886419e6140a4acb4d9f7e5498aca6972efae618b4e9c,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0068,S2DS,train,S2DS:174,data/feasibility_v0/images/s2ds/s2ds_0068.png,data/feasibility_v0/normalized/s2ds_0068.json,93ebe976f534d5592f9739c4408c62e8c6dd2c19a3c43e766b6a8ff0effc6061,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0069,S2DS,train,S2DS:118,data/feasibility_v0/images/s2ds/s2ds_0069.png,data/feasibility_v0/normalized/s2ds_0069.json,c0ba7adf21c6c1852e6a2825902a20ca610e4f0bf0f68f44560c7ae6738cb3d4,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0070,S2DS,train,S2DS:501,data/feasibility_v0/images/s2ds/s2ds_0070.png,data/feasibility_v0/normalized/s2ds_0070.json,8e2a8c59425358f5e01fa48ed4a18873e9acbfcb56977ae2cef2e715fcb3208f,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0071,S2DS,train,S2DS:535,data/feasibility_v0/images/s2ds/s2ds_0071.png,data/feasibility_v0/normalized/s2ds_0071.json,5fb21cb1c31e9ffda819bde9a9f1069377e5d7ebc9591dddc395ef4ae744e8f1,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
s2ds_0072,S2DS,train,S2DS:204,data/feasibility_v0/images/s2ds/s2ds_0072.png,data/feasibility_v0/normalized/s2ds_0072.json,21b3e53e942a4a67c9bd790b374e5c01ddd1a72ac8b8a000aa5cf25bfaee1eba,crack,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,1,direct,1,0,passed,classification,image_multilabel_from_source_annotations,image_labels
