sample_id,source_dataset,source_version,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,sha256,output_image,normalized_annotation,normalized_annotation_sha256,target_annotation_count,segmentation_annotation_count,geometry_qc,test_locked,task,eligibility,geometry
cubit_train_sp0_449,CUBIT-InSeg,official_2026_release,SP0_449,SP0_449,cubit:train:sp0_449,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,58ceb43c034ffcdd90c07ca8d52880f50729bc18b23a969b5607cf2ee65efc6c,data/v1/images/cubit/cubit_train_sp0_449.jpg,data/v1/annotations/cubit/cubit_train_sp0_449.json,4770e86e355ac50c30a54d244d6825dd6b8df2966da2feac2819f69936ae218d,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_45,CUBIT-InSeg,official_2026_release,SP0_45,SP0_45,cubit:train:sp0_45,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,8b1052b495065ba0dd586cacab6617fe0bdfe4db545f6ae52920b0605d770a02,data/v1/images/cubit/cubit_train_sp0_45.jpg,data/v1/annotations/cubit/cubit_train_sp0_45.json,4e03f5a016d3d5d21bbf1e1934d60e85bc73b6b8847aeaea122192b7fbf6dcff,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_450,CUBIT-InSeg,official_2026_release,SP0_450,SP0_450,cubit:train:sp0_450,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,35e506808a92a9ca350a16e5def4c9444ee4fd0283fc8bf999847df46704de36,data/v1/images/cubit/cubit_train_sp0_450.jpg,data/v1/annotations/cubit/cubit_train_sp0_450.json,5764ce8eac89793227ac772ab7b23c11afaeac555b55992c7df12555a99aa55e,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_454,CUBIT-InSeg,official_2026_release,SP0_454,SP0_454,cubit:train:sp0_454,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,f963ab3c62b4aaaf3e24496d966307d9c417dfbb0fc54a7d5df185c3f969b9f9,data/v1/images/cubit/cubit_train_sp0_454.jpg,data/v1/annotations/cubit/cubit_train_sp0_454.json,6e10d4902281a7b7350c6247fb643ff8820398ed79a480a64541ad6f0976fa17,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_455,CUBIT-InSeg,official_2026_release,SP0_455,SP0_455,cubit:train:sp0_455,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,101bd57a9ca95c31e4249ea79560ab116e0bd73bd47e14d057c4b372f8624dfe,data/v1/images/cubit/cubit_train_sp0_455.jpg,data/v1/annotations/cubit/cubit_train_sp0_455.json,2fd4ebab548340295e5bc652317f2ae08bc093f8a175602b2179cdc918be9312,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_456,CUBIT-InSeg,official_2026_release,SP0_456,SP0_456,cubit:train:sp0_456,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,9e867541176588a0ad617369c3ea1e41438c19c6f1a68e516f99b9a0b6846c8a,data/v1/images/cubit/cubit_train_sp0_456.jpg,data/v1/annotations/cubit/cubit_train_sp0_456.json,f6946968c57c7a35100bac15267f435381b9359ed32680d32b9f950be42649a6,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_457,CUBIT-InSeg,official_2026_release,SP0_457,SP0_457,cubit:train:sp0_457,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,ba6beb7be27575f6d928126f6d453f07819f0964571891aeb00ab171465f12b6,data/v1/images/cubit/cubit_train_sp0_457.jpg,data/v1/annotations/cubit/cubit_train_sp0_457.json,8117fb486831b1c870d8a9db014b0e0eca1ff624d39fdd4f37fd088559af9187,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_46,CUBIT-InSeg,official_2026_release,SP0_46,SP0_46,cubit:train:sp0_46,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,3f37b6297e5e9ddaf216185784e2218e5f5043abce59e12c14d981482792c3a8,data/v1/images/cubit/cubit_train_sp0_46.jpg,data/v1/annotations/cubit/cubit_train_sp0_46.json,bdabbb196e790f17c89e7d46d1eb20a2a0f003e5c111a40e669026783a835cda,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_464,CUBIT-InSeg,official_2026_release,SP0_464,SP0_464,cubit:train:sp0_464,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,cc6e818e718cf75d87575b0bf4516b2a4a6c8c8621fd2bd067bc748ad6881b73,data/v1/images/cubit/cubit_train_sp0_464.jpg,data/v1/annotations/cubit/cubit_train_sp0_464.json,369590fd5b63deb6c54ff313812616be16a999c7c93d7ac3725f63507cb8fe4c,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_465,CUBIT-InSeg,official_2026_release,SP0_465,SP0_465,cubit:train:sp0_465,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,22d62f99211a43fde152ac6a47534782e3b3e86599345817eda90a17ffecf667,data/v1/images/cubit/cubit_train_sp0_465.jpg,data/v1/annotations/cubit/cubit_train_sp0_465.json,893a3a28bbf9c6d61fc15ac834f8474b35c90b3a178aaaa8b9e1b8a3a95b6289,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_466,CUBIT-InSeg,official_2026_release,SP0_466,SP0_466,cubit:train:sp0_466,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,71c41efa0e45eb0f273c1696aec37b922bbff107b956972421932340bc23f5a5,data/v1/images/cubit/cubit_train_sp0_466.jpg,data/v1/annotations/cubit/cubit_train_sp0_466.json,e0d8e3b73a53591088b48efed706e2583cbdd1ee4b46243af6056ba9519aaf72,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_47,CUBIT-InSeg,official_2026_release,SP0_47,SP0_47,cubit:train:sp0_47,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,8a6cad4105853a56d66c4c79b5e27b33124eeca4fc3dc1f458090118b0ac4943,data/v1/images/cubit/cubit_train_sp0_47.jpg,data/v1/annotations/cubit/cubit_train_sp0_47.json,98be739ad09ccf0d1497c195326ef947d4c82b9d5924930f156d6bd7eb724f41,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_471,CUBIT-InSeg,official_2026_release,SP0_471,SP0_471,cubit:train:sp0_471,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,5e7604153ff104e7a83583a7c196a75fe1931143c6668ccb0768bb15de3a6f22,data/v1/images/cubit/cubit_train_sp0_471.jpg,data/v1/annotations/cubit/cubit_train_sp0_471.json,e02bd936cbc992abd6ea75709d46e9b54aa48403b2c19b300741937a57c170a9,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_472,CUBIT-InSeg,official_2026_release,SP0_472,SP0_472,cubit:train:sp0_472,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,a811b6bf63f9e8207d1e96a7d4a130898012dc9704df4a67e13b00e6fac0ab94,data/v1/images/cubit/cubit_train_sp0_472.jpg,data/v1/annotations/cubit/cubit_train_sp0_472.json,1e618434a17ae789e767f96b9dd0e03c2c83d3000d3a8295cf6cf449e1902293,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_473,CUBIT-InSeg,official_2026_release,SP0_473,SP0_473,cubit:train:sp0_473,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,77c395f3220a5fb1c63fd48e726d6e9d17788d95723035c891ccccb1d78a6d93,data/v1/images/cubit/cubit_train_sp0_473.jpg,data/v1/annotations/cubit/cubit_train_sp0_473.json,ae626a73b712f8f0962f96a4488b0fb66dc7ddb2414a93083ff6e2e38998ce2d,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_474,CUBIT-InSeg,official_2026_release,SP0_474,SP0_474,cubit:train:sp0_474,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,add23ae6c1427dfd7c8199a316606c785b2a365a7d24c536df4716eb60e33ab7,data/v1/images/cubit/cubit_train_sp0_474.jpg,data/v1/annotations/cubit/cubit_train_sp0_474.json,1ff9d1666e700b447b058369b76fea3efc5a13e7ae23ecedfe9f8c28acf45c80,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_475,CUBIT-InSeg,official_2026_release,SP0_475,SP0_475,cubit:train:sp0_475,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,28c905b9cc536c96a3917d282e545205cd6415d61877f723b8d49b713dfbe52f,data/v1/images/cubit/cubit_train_sp0_475.jpg,data/v1/annotations/cubit/cubit_train_sp0_475.json,7128270cc07c16e5416cf68c096c2508cffc94a59dc8d48d9cb351e76adbf81b,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_477,CUBIT-InSeg,official_2026_release,SP0_477,SP0_477,cubit:train:sp0_477,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,a41c243bf4412ce6aea58c28e832c83297e36282bf6499c551281dbd8bc3a265,data/v1/images/cubit/cubit_train_sp0_477.jpg,data/v1/annotations/cubit/cubit_train_sp0_477.json,75c4cf0f1ca149d5cc6d7155524cb30377eccb44907676f72c914a6f6251eb5b,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_478,CUBIT-InSeg,official_2026_release,SP0_478,SP0_478,cubit:train:sp0_478,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,f6cbf5b92dc666a7410ccf7a6e85f5f6b6b0d64e06dfe2b3893d45913ab4423c,data/v1/images/cubit/cubit_train_sp0_478.jpg,data/v1/annotations/cubit/cubit_train_sp0_478.json,0ff9e10af3124ec89982d70fead45ad2863a712cb065c1ea72039c970b5a935b,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_48,CUBIT-InSeg,official_2026_release,SP0_48,SP0_48,cubit:train:sp0_48,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,3b9697467c72b43ec72125e45a885e66c22bd32218e80d6d7114a66694e22cc8,data/v1/images/cubit/cubit_train_sp0_48.jpg,data/v1/annotations/cubit/cubit_train_sp0_48.json,85bffa254666dff9ba22e714a39a8009fb538a4eacb2cc04ff247ea56d580b55,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_480,CUBIT-InSeg,official_2026_release,SP0_480,SP0_480,cubit:train:sp0_480,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,d8443aaf65356d5b03e672a442cbf49d2156e88085daa60513f1266fd2942560,data/v1/images/cubit/cubit_train_sp0_480.jpg,data/v1/annotations/cubit/cubit_train_sp0_480.json,c8c5bd399a5fe1cc32547c93bfbb309b21975731158b3fa34c65988b20a9b2ca,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_481,CUBIT-InSeg,official_2026_release,SP0_481,SP0_481,cubit:train:sp0_481,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,8a58918c0eaffb71862b4d93e4ef8d24f96adbac6aa8ac64a4a28055bcc20a66,data/v1/images/cubit/cubit_train_sp0_481.jpg,data/v1/annotations/cubit/cubit_train_sp0_481.json,e4de6cd465794689764f9ccf1ec3e3dcae2477c24b657d6830e3b0124b680a56,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_482,CUBIT-InSeg,official_2026_release,SP0_482,SP0_482,cubit:train:sp0_482,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,ca996cbaa15986d571a0c05250e79a8d7381d048fef90215081fed1ee962d139,data/v1/images/cubit/cubit_train_sp0_482.jpg,data/v1/annotations/cubit/cubit_train_sp0_482.json,1c10064f257f9f5fc2d925d3a5d824adcdcbd2b4e539288be53a65d775fdfcc7,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_483,CUBIT-InSeg,official_2026_release,SP0_483,SP0_483,cubit:train:sp0_483,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,516f0bb8074c9e1db95c92165e9b3bca7dda98f673adb5398ed8bfdc3b2a6d4f,data/v1/images/cubit/cubit_train_sp0_483.jpg,data/v1/annotations/cubit/cubit_train_sp0_483.json,9baa6cdc86c038b7962d32f616139acbc1f6b1183eda8f5f5835d65f5319040d,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_486,CUBIT-InSeg,official_2026_release,SP0_486,SP0_486,cubit:train:sp0_486,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e610b9b880d1ebc9fff056f44008d78044de9b03ee2d9fa5aadb7547dd5859de,data/v1/images/cubit/cubit_train_sp0_486.jpg,data/v1/annotations/cubit/cubit_train_sp0_486.json,0a3565e5223ddede1dbc65a1f6130d09a7914d99f479d57323d00b4cb6f981b7,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_487,CUBIT-InSeg,official_2026_release,SP0_487,SP0_487,cubit:train:sp0_487,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,ae5ba9ea75149d7935435a2208a464c557b7280386dde0a13c7bab49d996bae7,data/v1/images/cubit/cubit_train_sp0_487.jpg,data/v1/annotations/cubit/cubit_train_sp0_487.json,b9195a629a492322bcf19a84048dde339d80ff6a8848385a6827ce9f92462d69,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_488,CUBIT-InSeg,official_2026_release,SP0_488,SP0_488,cubit:train:sp0_488,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,2710dc970f8f14c0addb1af9837b11df57833a9f0e443a0b46de1bec7b6bfb0e,data/v1/images/cubit/cubit_train_sp0_488.jpg,data/v1/annotations/cubit/cubit_train_sp0_488.json,0d1d37477aa2cca00eeba817b17da2ac23e0263e6ddcaf2749f30ec2b3c7bbeb,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_49,CUBIT-InSeg,official_2026_release,SP0_49,SP0_49,cubit:train:sp0_49,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e40a8af95020ee397584107b6715ece6718db02edbe90ef849409b1e3d1a6211,data/v1/images/cubit/cubit_train_sp0_49.jpg,data/v1/annotations/cubit/cubit_train_sp0_49.json,9a481ea67bee69589a8e5bff5930d0acbc9ea2f869f5f9b853d19d82d352dcd0,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_490,CUBIT-InSeg,official_2026_release,SP0_490,SP0_490,cubit:train:sp0_490,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,e911e2a0bb481094ef645e9a7609d3bb92fe7a112e15fed609b5fb60791d4eee,data/v1/images/cubit/cubit_train_sp0_490.jpg,data/v1/annotations/cubit/cubit_train_sp0_490.json,ef4d68b9597b8c4f958aad28a04fce0bac57f6d26d27c59fd1c131c7be82538f,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_491,CUBIT-InSeg,official_2026_release,SP0_491,SP0_491,cubit:train:sp0_491,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,fe10c9c4673cb93aaec55ea12abc1a2d3b4be67927b4679a328cb044ab39e16b,data/v1/images/cubit/cubit_train_sp0_491.jpg,data/v1/annotations/cubit/cubit_train_sp0_491.json,a24b9bd8aa55fdfe5ec4eac98608dcc5787f0c7e4c90471eb7f45ba9379549ca,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_492,CUBIT-InSeg,official_2026_release,SP0_492,SP0_492,cubit:train:sp0_492,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,80832fb63d774e458393afd0e2e3370e01dbcfed7f5f4b7611001ebabb6c3297,data/v1/images/cubit/cubit_train_sp0_492.jpg,data/v1/annotations/cubit/cubit_train_sp0_492.json,60fa1d5c284c2d4d2474986ab211453222b12afbc8639bda0a70895dba44e5dd,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_493,CUBIT-InSeg,official_2026_release,SP0_493,SP0_493,cubit:train:sp0_493,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,7bb437f65efef6f92c3d6e24f54648f9765a096ed9757f21be96652d02cc3bd2,data/v1/images/cubit/cubit_train_sp0_493.jpg,data/v1/annotations/cubit/cubit_train_sp0_493.json,362c4ea41e89ead99170eb54aeec514e581360784f96f25d0e452797fa8ecbe8,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_498,CUBIT-InSeg,official_2026_release,SP0_498,SP0_498,cubit:train:sp0_498,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,ba5b0c8f5ca279b648a73431d9bfbca4bcb89fbd2819c472839fdca481abde0f,data/v1/images/cubit/cubit_train_sp0_498.jpg,data/v1/annotations/cubit/cubit_train_sp0_498.json,e3d633031d7d2bc583144989661d30bdc97b27e11b7782b11fca7b86285a11d4,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_499,CUBIT-InSeg,official_2026_release,SP0_499,SP0_499,cubit:train:sp0_499,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,599a7cd9b3961344d24e72f308afdf7dfa6e180c92d4db9d612ad5c94ff471e4,data/v1/images/cubit/cubit_train_sp0_499.jpg,data/v1/annotations/cubit/cubit_train_sp0_499.json,b7a3f87db53aca6502e5b9d1e52f47866c2a356d8cbb2adcb00e36dbce7d1a4c,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_5,CUBIT-InSeg,official_2026_release,SP0_5,SP0_5,cubit:train:sp0_5,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,8581ab6940d310fadb9aa4bb61707addad66696c78828fc933414370b5b17945,data/v1/images/cubit/cubit_train_sp0_5.jpg,data/v1/annotations/cubit/cubit_train_sp0_5.json,e9094d178a60bfba2b88c827c6bb8fd7360cc4c0ff16eea033688442e7f3a24f,2,2,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_50,CUBIT-InSeg,official_2026_release,SP0_50,SP0_50,cubit:train:sp0_50,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,50b9d38f923a7c4b8a358455533970f1907d62df50dabe96cecfe69c60982468,data/v1/images/cubit/cubit_train_sp0_50.jpg,data/v1/annotations/cubit/cubit_train_sp0_50.json,9780d7049767ebb735e84ab0b129e28ef574c57608594736c385eaf6dd3a85bf,4,4,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_500,CUBIT-InSeg,official_2026_release,SP0_500,SP0_500,cubit:train:sp0_500,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,dc1e668383dffb3661bd353e481864914897c1bde8e56183d6bd3a6576266c00,data/v1/images/cubit/cubit_train_sp0_500.jpg,data/v1/annotations/cubit/cubit_train_sp0_500.json,20e739b6e6a7233b70966d26c3853bc73b2d94d761aa08c20575efcd662571b2,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_501,CUBIT-InSeg,official_2026_release,SP0_501,SP0_501,cubit:train:sp0_501,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,c09dd127c9c3ba4fe55b527fba19b4881d1deeee8f7e1386180af2af68a2b342,data/v1/images/cubit/cubit_train_sp0_501.jpg,data/v1/annotations/cubit/cubit_train_sp0_501.json,56d77385a54227b299886432701c49bc11eeb90fd7ff2a3fce78c8267fe1d524,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_504,CUBIT-InSeg,official_2026_release,SP0_504,SP0_504,cubit:train:sp0_504,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,72ea0ca700a53d7e50f62b5d992c0d9b3104dca7a6dda803e8b83271b41f875a,data/v1/images/cubit/cubit_train_sp0_504.jpg,data/v1/annotations/cubit/cubit_train_sp0_504.json,ed139d5989a9a74d72b7885d4807cbf20407d7db3c7384d68600e24feea04385,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_505,CUBIT-InSeg,official_2026_release,SP0_505,SP0_505,cubit:train:sp0_505,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,8f48a89f25d58d31d40c59bc368f60e41c040fa9fc62ce11603a514714f3f86a,data/v1/images/cubit/cubit_train_sp0_505.jpg,data/v1/annotations/cubit/cubit_train_sp0_505.json,efa1a20043c0a2a50502b12313e716efb5e90a2b608f17e25fff14254a6fe115,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_506,CUBIT-InSeg,official_2026_release,SP0_506,SP0_506,cubit:train:sp0_506,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,09eeab2ea6d00c911ae052b217748e667d74a2abfee0ec3dd8dbbc7ec0747417,data/v1/images/cubit/cubit_train_sp0_506.jpg,data/v1/annotations/cubit/cubit_train_sp0_506.json,f6323a2768bb09feda700a3ba1b2a88fc1584804870234dcf49546b862c5f577,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
cubit_train_sp0_507,CUBIT-InSeg,official_2026_release,SP0_507,SP0_507,cubit:train:sp0_507,train,uav_rgb,building_facade,instance_polygon,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,CC-BY-4.0,cubit_exact_dedup|unresolved_near_duplicates_excluded|test_locked,23e2d2aee04acff27d194c3f40cc96b4b945e767cc55582e47d95f2b6325fa07,data/v1/images/cubit/cubit_train_sp0_507.jpg,data/v1/annotations/cubit/cubit_train_sp0_507.json,4eca47923b4a352e90b6746d54cb706310ff694b5dd600cdee193a48fae8ae90,1,1,passed,false,detection,native_box_or_box_derived_from_genuine_mask,box_xywh
