sample_id,source_dataset,source_version,source_path,source_image_id,parent_image_id,group_id,split,capture_mode,asset_domain,annotation_type,native_labels,canonical_labels,annotation_status,mapping_version,license_id,quality_flags,selection_reason,sha256,locator_type,image_locator,annotation_locator,parquet_row_index,output_image,output_annotation
s2ds_0025,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/529.png,529,S2DS:529,S2DS:529,train,unknown,concrete structures,semantic mask,spalling,spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/529.png,datasets/building-target/S2DS/s2ds.zip::train/529_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0025.png,data/feasibility_v0/annotations/s2ds/s2ds_0025.png
s2ds_0026,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/198.png,198,S2DS:198,S2DS:198,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/198.png,datasets/building-target/S2DS/s2ds.zip::train/198_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0026.png,data/feasibility_v0/annotations/s2ds/s2ds_0026.png
s2ds_0027,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/283.png,283,S2DS:283,S2DS:283,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/283.png,datasets/building-target/S2DS/s2ds.zip::train/283_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0027.png,data/feasibility_v0/annotations/s2ds/s2ds_0027.png
s2ds_0028,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/171.png,171,S2DS:171,S2DS:171,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/171.png,datasets/building-target/S2DS/s2ds.zip::train/171_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0028.png,data/feasibility_v0/annotations/s2ds/s2ds_0028.png
s2ds_0029,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/038.png,038,S2DS:038,S2DS:038,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/038.png,datasets/building-target/S2DS/s2ds.zip::train/038_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0029.png,data/feasibility_v0/annotations/s2ds/s2ds_0029.png
s2ds_0030,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/557.png,557,S2DS:557,S2DS:557,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/557.png,datasets/building-target/S2DS/s2ds.zip::train/557_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0030.png,data/feasibility_v0/annotations/s2ds/s2ds_0030.png
s2ds_0031,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/196.png,196,S2DS:196,S2DS:196,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/196.png,datasets/building-target/S2DS/s2ds.zip::train/196_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0031.png,data/feasibility_v0/annotations/s2ds/s2ds_0031.png
s2ds_0032,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/214.png,214,S2DS:214,S2DS:214,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/214.png,datasets/building-target/S2DS/s2ds.zip::train/214_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0032.png,data/feasibility_v0/annotations/s2ds/s2ds_0032.png
s2ds_0033,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/100.png,100,S2DS:100,S2DS:100,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/100.png,datasets/building-target/S2DS/s2ds.zip::train/100_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0033.png,data/feasibility_v0/annotations/s2ds/s2ds_0033.png
s2ds_0034,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/521.png,521,S2DS:521,S2DS:521,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/521.png,datasets/building-target/S2DS/s2ds.zip::train/521_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0034.png,data/feasibility_v0/annotations/s2ds/s2ds_0034.png
s2ds_0035,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/469.png,469,S2DS:469,S2DS:469,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/469.png,datasets/building-target/S2DS/s2ds.zip::train/469_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0035.png,data/feasibility_v0/annotations/s2ds/s2ds_0035.png
s2ds_0036,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/320.png,320,S2DS:320,S2DS:320,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/320.png,datasets/building-target/S2DS/s2ds.zip::train/320_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0036.png,data/feasibility_v0/annotations/s2ds/s2ds_0036.png
s2ds_0037,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/387.png,387,S2DS:387,S2DS:387,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/387.png,datasets/building-target/S2DS/s2ds.zip::train/387_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0037.png,data/feasibility_v0/annotations/s2ds/s2ds_0037.png
s2ds_0038,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/209.png,209,S2DS:209,S2DS:209,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/209.png,datasets/building-target/S2DS/s2ds.zip::train/209_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0038.png,data/feasibility_v0/annotations/s2ds/s2ds_0038.png
s2ds_0039,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/120.png,120,S2DS:120,S2DS:120,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/120.png,datasets/building-target/S2DS/s2ds.zip::train/120_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0039.png,data/feasibility_v0/annotations/s2ds/s2ds_0039.png
s2ds_0040,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/411.png,411,S2DS:411,S2DS:411,train,unknown,concrete structures,semantic mask,corrosion|spalling,rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:spalling,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/411.png,datasets/building-target/S2DS/s2ds.zip::train/411_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0040.png,data/feasibility_v0/annotations/s2ds/s2ds_0040.png
s2ds_0041,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/464.png,464,S2DS:464,S2DS:464,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/464.png,datasets/building-target/S2DS/s2ds.zip::train/464_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0041.png,data/feasibility_v0/annotations/s2ds/s2ds_0041.png
s2ds_0042,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/500.png,500,S2DS:500,S2DS:500,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/500.png,datasets/building-target/S2DS/s2ds.zip::train/500_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0042.png,data/feasibility_v0/annotations/s2ds/s2ds_0042.png
s2ds_0043,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/297.png,297,S2DS:297,S2DS:297,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/297.png,datasets/building-target/S2DS/s2ds.zip::train/297_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0043.png,data/feasibility_v0/annotations/s2ds/s2ds_0043.png
s2ds_0044,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/021.png,021,S2DS:021,S2DS:021,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/021.png,datasets/building-target/S2DS/s2ds.zip::train/021_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0044.png,data/feasibility_v0/annotations/s2ds/s2ds_0044.png
s2ds_0045,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/062.png,062,S2DS:062,S2DS:062,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/062.png,datasets/building-target/S2DS/s2ds.zip::train/062_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0045.png,data/feasibility_v0/annotations/s2ds/s2ds_0045.png
s2ds_0046,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/560.png,560,S2DS:560,S2DS:560,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/560.png,datasets/building-target/S2DS/s2ds.zip::train/560_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0046.png,data/feasibility_v0/annotations/s2ds/s2ds_0046.png
s2ds_0047,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/358.png,358,S2DS:358,S2DS:358,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/358.png,datasets/building-target/S2DS/s2ds.zip::train/358_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0047.png,data/feasibility_v0/annotations/s2ds/s2ds_0047.png
s2ds_0048,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/025.png,025,S2DS:025,S2DS:025,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/025.png,datasets/building-target/S2DS/s2ds.zip::train/025_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0048.png,data/feasibility_v0/annotations/s2ds/s2ds_0048.png
s2ds_0049,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/104.png,104,S2DS:104,S2DS:104,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/104.png,datasets/building-target/S2DS/s2ds.zip::train/104_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0049.png,data/feasibility_v0/annotations/s2ds/s2ds_0049.png
s2ds_0050,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/201.png,201,S2DS:201,S2DS:201,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/201.png,datasets/building-target/S2DS/s2ds.zip::train/201_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0050.png,data/feasibility_v0/annotations/s2ds/s2ds_0050.png
s2ds_0051,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/357.png,357,S2DS:357,S2DS:357,train,unknown,concrete structures,semantic mask,corrosion|crack,crack|rust_staining,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/357.png,datasets/building-target/S2DS/s2ds.zip::train/357_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0051.png,data/feasibility_v0/annotations/s2ds/s2ds_0051.png
s2ds_0052,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/075.png,075,S2DS:075,S2DS:075,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/075.png,datasets/building-target/S2DS/s2ds.zip::train/075_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0052.png,data/feasibility_v0/annotations/s2ds/s2ds_0052.png
s2ds_0053,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/489.png,489,S2DS:489,S2DS:489,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/489.png,datasets/building-target/S2DS/s2ds.zip::train/489_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0053.png,data/feasibility_v0/annotations/s2ds/s2ds_0053.png
s2ds_0054,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/555.png,555,S2DS:555,S2DS:555,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/555.png,datasets/building-target/S2DS/s2ds.zip::train/555_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0054.png,data/feasibility_v0/annotations/s2ds/s2ds_0054.png
s2ds_0055,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/343.png,343,S2DS:343,S2DS:343,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/343.png,datasets/building-target/S2DS/s2ds.zip::train/343_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0055.png,data/feasibility_v0/annotations/s2ds/s2ds_0055.png
s2ds_0056,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/278.png,278,S2DS:278,S2DS:278,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/278.png,datasets/building-target/S2DS/s2ds.zip::train/278_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0056.png,data/feasibility_v0/annotations/s2ds/s2ds_0056.png
s2ds_0057,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/231.png,231,S2DS:231,S2DS:231,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/231.png,datasets/building-target/S2DS/s2ds.zip::train/231_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0057.png,data/feasibility_v0/annotations/s2ds/s2ds_0057.png
s2ds_0058,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/117.png,117,S2DS:117,S2DS:117,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/117.png,datasets/building-target/S2DS/s2ds.zip::train/117_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0058.png,data/feasibility_v0/annotations/s2ds/s2ds_0058.png
s2ds_0059,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/418.png,418,S2DS:418,S2DS:418,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/418.png,datasets/building-target/S2DS/s2ds.zip::train/418_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0059.png,data/feasibility_v0/annotations/s2ds/s2ds_0059.png
s2ds_0060,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/288.png,288,S2DS:288,S2DS:288,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/288.png,datasets/building-target/S2DS/s2ds.zip::train/288_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0060.png,data/feasibility_v0/annotations/s2ds/s2ds_0060.png
s2ds_0061,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/144.png,144,S2DS:144,S2DS:144,train,unknown,concrete structures,semantic mask,corrosion|crack,crack|rust_staining,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/144.png,datasets/building-target/S2DS/s2ds.zip::train/144_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0061.png,data/feasibility_v0/annotations/s2ds/s2ds_0061.png
s2ds_0062,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/304.png,304,S2DS:304,S2DS:304,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/304.png,datasets/building-target/S2DS/s2ds.zip::train/304_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0062.png,data/feasibility_v0/annotations/s2ds/s2ds_0062.png
s2ds_0063,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/531.png,531,S2DS:531,S2DS:531,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/531.png,datasets/building-target/S2DS/s2ds.zip::train/531_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0063.png,data/feasibility_v0/annotations/s2ds/s2ds_0063.png
s2ds_0064,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/505.png,505,S2DS:505,S2DS:505,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/505.png,datasets/building-target/S2DS/s2ds.zip::train/505_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0064.png,data/feasibility_v0/annotations/s2ds/s2ds_0064.png
s2ds_0065,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/024.png,024,S2DS:024,S2DS:024,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/024.png,datasets/building-target/S2DS/s2ds.zip::train/024_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0065.png,data/feasibility_v0/annotations/s2ds/s2ds_0065.png
s2ds_0066,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/312.png,312,S2DS:312,S2DS:312,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/312.png,datasets/building-target/S2DS/s2ds.zip::train/312_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0066.png,data/feasibility_v0/annotations/s2ds/s2ds_0066.png
s2ds_0067,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/267.png,267,S2DS:267,S2DS:267,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/267.png,datasets/building-target/S2DS/s2ds.zip::train/267_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0067.png,data/feasibility_v0/annotations/s2ds/s2ds_0067.png
s2ds_0068,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/174.png,174,S2DS:174,S2DS:174,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/174.png,datasets/building-target/S2DS/s2ds.zip::train/174_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0068.png,data/feasibility_v0/annotations/s2ds/s2ds_0068.png
s2ds_0069,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/118.png,118,S2DS:118,S2DS:118,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/118.png,datasets/building-target/S2DS/s2ds.zip::train/118_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0069.png,data/feasibility_v0/annotations/s2ds/s2ds_0069.png
s2ds_0070,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/501.png,501,S2DS:501,S2DS:501,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/501.png,datasets/building-target/S2DS/s2ds.zip::train/501_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0070.png,data/feasibility_v0/annotations/s2ds/s2ds_0070.png
s2ds_0071,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/535.png,535,S2DS:535,S2DS:535,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/535.png,datasets/building-target/S2DS/s2ds.zip::train/535_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0071.png,data/feasibility_v0/annotations/s2ds/s2ds_0071.png
s2ds_0072,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/204.png,204,S2DS:204,S2DS:204,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/204.png,datasets/building-target/S2DS/s2ds.zip::train/204_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0072.png,data/feasibility_v0/annotations/s2ds/s2ds_0072.png
s2ds_0073,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/143.png,143,S2DS:143,S2DS:143,train,unknown,concrete structures,semantic mask,corrosion|crack|spalling,crack|rust_staining|spalling,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/143.png,datasets/building-target/S2DS/s2ds.zip::train/143_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0073.png,data/feasibility_v0/annotations/s2ds/s2ds_0073.png
s2ds_0074,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/258.png,258,S2DS:258,S2DS:258,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/258.png,datasets/building-target/S2DS/s2ds.zip::train/258_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0074.png,data/feasibility_v0/annotations/s2ds/s2ds_0074.png
s2ds_0075,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/515.png,515,S2DS:515,S2DS:515,train,unknown,concrete structures,semantic mask,crack,crack,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/515.png,datasets/building-target/S2DS/s2ds.zip::train/515_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0075.png,data/feasibility_v0/annotations/s2ds/s2ds_0075.png
s2ds_0076,S2DS,official-archive,datasets/building-target/S2DS/s2ds.zip::train/377.png,377,S2DS:377,S2DS:377,train,unknown,concrete structures,semantic mask,corrosion|crack,crack|rust_staining,positive,BDI-TAX-001@0.1.0-beta,GPL-3.0 repository; verify dataset terms before distribution,,quota:crack,,zip_member,datasets/building-target/S2DS/s2ds.zip::train/377.png,datasets/building-target/S2DS/s2ds.zip::train/377_lab.png,,data/feasibility_v0/images/s2ds/s2ds_0076.png,data/feasibility_v0/annotations/s2ds/s2ds_0076.png
