review_rank,phash_hamming_distance,grayscale_correlation,grayscale_mae_0_1,grayscale_rmse_0_1,same_dimensions,left_record_id,left_split,left_member,right_record_id,right_split,right_member,decision,review_notes
323,6,0.76271588,0.03949788,0.0672567,False,cubit_train_sp1_722,train,images/SP1_722.JPG,cubit_val_sp0_729,val,images/SP0_729.JPG,pending_human_review,
324,6,0.76160735,0.10316999,0.1627676,False,cubit_train_sp0_1572,train,images/SP0_1572.JPG,cubit_test_sp1_1556,test,images/SP1_1556.JPG,pending_human_review,
325,6,0.7597065,0.04343118,0.10740904,True,cubit_train_sp0_548,train,images/SP0_548.JPG,cubit_val_sp0_547,val,images/SP0_547.JPG,pending_human_review,
326,6,0.75849336,0.06680238,0.13751253,False,cubit_train_sp1_1271,train,images/SP1_1271.JPG,cubit_test_sp0_1282,test,images/SP0_1282.JPG,pending_human_review,
327,6,0.75645852,0.10565592,0.18961319,False,cubit_train_sp0_73,train,images/SP0_73.JPG,cubit_val_sp1_77,val,images/SP1_77.JPG,pending_human_review,
328,6,0.75574285,0.0564312,0.11703615,False,cubit_train_sp1_1080,train,images/SP1_1080.JPG,cubit_val_sp0_1101,val,images/SP0_1101.JPG,pending_human_review,
329,6,0.75510776,0.04409348,0.07662211,False,cubit_train_sp1_760,train,images/SP1_760.JPG,cubit_test_sp0_768,test,images/SP0_768.JPG,pending_human_review,
330,6,0.75508386,0.05755448,0.12125544,False,cubit_train_sp1_1081,train,images/SP1_1081.JPG,cubit_test_sp1_1092,test,images/SP1_1092.JPG,pending_human_review,
331,6,0.75299084,0.10356134,0.15587822,False,cubit_train_sp1_588,train,images/SP1_588.JPG,cubit_test_sp0_602,test,images/SP0_602.JPG,pending_human_review,
332,6,0.75236851,0.04470119,0.0913055,True,cubit_train_sp0_191,train,images/SP0_191.JPG,cubit_val_sp0_190,val,images/SP0_190.JPG,pending_human_review,
333,6,0.74941087,0.10580625,0.16778055,True,cubit_train_cr1_41,train,images/CR1_41.JPG,cubit_test_cr1_42,test,images/CR1_42.JPG,pending_human_review,
334,6,0.74938476,0.10145049,0.15995575,False,cubit_train_sp1_993,train,images/SP1_993.JPG,cubit_test_sp0_1011,test,images/SP0_1011.JPG,pending_human_review,
335,6,0.74352235,0.08147978,0.12845843,False,cubit_train_sp1_1691,train,images/SP1_1691.JPG,cubit_val_sp1_1701,val,images/SP1_1701.JPG,pending_human_review,
336,6,0.74086285,0.07078546,0.10749526,True,cubit_train_cr1_1245,train,images/CR1_1245.JPG,cubit_val_cr1_908,val,images/CR1_908.JPG,pending_human_review,
337,6,0.74085963,0.05455155,0.10658166,False,cubit_train_sp1_151,train,images/SP1_151.JPG,cubit_test_sp0_154,test,images/SP0_154.JPG,pending_human_review,
338,6,0.73571146,0.08104727,0.1344929,False,cubit_train_sp0_1694,train,images/SP0_1694.JPG,cubit_test_sp1_1686,test,images/SP1_1686.JPG,pending_human_review,
339,6,0.73558682,0.04380051,0.07660898,True,cubit_train_sp0_304,train,images/SP0_304.JPG,cubit_val_sp0_303,val,images/SP0_303.JPG,pending_human_review,
340,6,0.7348842,0.06113257,0.13385867,True,cubit_train_cr1_1068,train,images/CR1_1068.JPG,cubit_test_cr1_680,test,images/CR1_680.JPG,pending_human_review,
341,6,0.7344991,0.07180679,0.13839427,False,cubit_train_sp0_708,train,images/SP0_708.JPG,cubit_test_cr1_109,test,images/CR1_109.JPG,pending_human_review,
342,6,0.73287481,0.11234657,0.16540031,False,cubit_train_sp1_589,train,images/SP1_589.JPG,cubit_val_sp1_600,val,images/SP1_600.JPG,pending_human_review,
343,6,0.72917008,0.08869079,0.16046977,False,cubit_train_sp0_1523,train,images/SP0_1523.JPG,cubit_test_sp1_1514,test,images/SP1_1514.JPG,pending_human_review,
344,6,0.72841293,0.04876518,0.080546,False,cubit_train_sp0_313,train,images/SP0_313.JPG,cubit_test_sp1_319,test,images/SP1_319.JPG,pending_human_review,
345,6,0.72487348,0.09321384,0.15464458,True,cubit_train_sp0_618,train,images/SP0_618.JPG,cubit_test_sp0_619,test,images/SP0_619.JPG,pending_human_review,
346,6,0.7244972,0.04848226,0.08838688,False,cubit_val_sp0_786,val,images/SP0_786.JPG,cubit_test_sp1_781,test,images/SP1_781.JPG,pending_human_review,
347,6,0.72382945,0.05374444,0.10170415,False,cubit_train_sp1_1727,train,images/SP1_1727.JPG,cubit_test_sp1_1737,test,images/SP1_1737.JPG,pending_human_review,
348,6,0.72134,0.04778646,0.07851479,False,cubit_train_sp1_318,train,images/SP1_318.JPG,cubit_val_sp0_319,val,images/SP0_319.JPG,pending_human_review,
349,6,0.72117078,0.04549105,0.10096392,False,cubit_train_sp1_1731,train,images/SP1_1731.JPG,cubit_test_sp0_1749,test,images/SP0_1749.JPG,pending_human_review,
350,6,0.72065967,0.07944982,0.11614419,False,cubit_train_sp0_1437,train,images/SP0_1437.JPG,cubit_test_sp1_1421,test,images/SP1_1421.JPG,pending_human_review,
351,6,0.71530491,0.09142228,0.14537327,False,cubit_train_sp1_1024,train,images/SP1_1024.JPG,cubit_test_sp1_1012,test,images/SP1_1012.JPG,pending_human_review,
352,6,0.71513301,0.15717702,0.20501296,False,cubit_train_sp0_1322,train,images/SP0_1322.JPG,cubit_val_sp1_1346,val,images/SP1_1346.JPG,pending_human_review,
353,6,0.70881736,0.05598097,0.11532427,True,cubit_train_sp0_1907,train,images/SP0_1907.JPG,cubit_test_sp0_1906,test,images/SP0_1906.JPG,pending_human_review,
354,6,0.69925141,0.05840298,0.10163016,False,cubit_train_sp0_1858,train,images/SP0_1858.JPG,cubit_test_sp1_1850,test,images/SP1_1850.JPG,pending_human_review,
355,6,0.69674325,0.07186471,0.11185931,False,cubit_train_sp1_1323,train,images/SP1_1323.JPG,cubit_val_sp0_1344,val,images/SP0_1344.JPG,pending_human_review,
356,6,0.68542165,0.03494706,0.06823288,False,cubit_train_sp0_734,train,images/SP0_734.JPG,cubit_val_sp1_726,val,images/SP1_726.JPG,pending_human_review,
357,6,0.68339115,0.10993533,0.15313049,False,cubit_train_sp1_655,train,images/SP1_655.JPG,cubit_test_sp0_671,test,images/SP0_671.JPG,pending_human_review,
358,6,0.67909926,0.08317895,0.15593685,False,cubit_train_sp1_1888,train,images/SP1_1888.JPG,cubit_val_sp0_1897,val,images/SP0_1897.JPG,pending_human_review,
359,6,0.67663205,0.08053817,0.13529696,False,cubit_train_sp0_270,train,images/SP0_270.JPG,cubit_test_sp1_275,test,images/SP1_275.JPG,pending_human_review,
360,6,0.67655569,0.03490588,0.06170359,True,cubit_train_cr1_1280,train,images/CR1_1280.JPG,cubit_test_cr1_1790,test,images/CR1_1790.JPG,pending_human_review,
361,6,0.67078954,0.05530217,0.0877655,False,cubit_train_sp0_321,train,images/SP0_321.JPG,cubit_test_sp1_319,test,images/SP1_319.JPG,pending_human_review,
362,6,0.66706228,0.05473705,0.0876842,False,cubit_train_sp0_320,train,images/SP0_320.JPG,cubit_test_sp1_319,test,images/SP1_319.JPG,pending_human_review,
363,6,0.66645521,0.05115967,0.08201349,False,cubit_train_sp1_323,train,images/SP1_323.JPG,cubit_test_sp0_325,test,images/SP0_325.JPG,pending_human_review,
364,6,0.66130042,0.06445264,0.11735516,False,cubit_train_sp0_1756,train,images/SP0_1756.JPG,cubit_test_sp1_1749,test,images/SP1_1749.JPG,pending_human_review,
365,6,0.65768313,0.11205767,0.17537443,False,cubit_train_sp0_622,train,images/SP0_622.JPG,cubit_val_sp1_614,val,images/SP1_614.JPG,pending_human_review,
366,6,0.6567353,0.0758983,0.12255017,False,cubit_train_sp1_1325,train,images/SP1_1325.JPG,cubit_val_sp0_1346,val,images/SP0_1346.JPG,pending_human_review,
367,6,0.65556383,0.04416791,0.10394166,False,cubit_train_sp1_382,train,images/SP1_382.JPG,cubit_val_sp0_398,val,images/SP0_398.JPG,pending_human_review,
368,6,0.64968753,0.1139378,0.17510955,False,cubit_train_sp1_612,train,images/SP1_612.JPG,cubit_test_sp0_619,test,images/SP0_619.JPG,pending_human_review,
369,6,0.63102108,0.05084947,0.10119612,False,cubit_train_sp1_444,train,images/SP1_444.JPG,cubit_val_sp0_459,val,images/SP0_459.JPG,pending_human_review,
370,6,0.62438542,0.07457994,0.14783809,True,cubit_train_sp0_1538,train,images/SP0_1538.JPG,cubit_test_sp1_1532,test,images/SP1_1532.JPG,pending_human_review,
371,6,0.6199823,0.04705739,0.08814303,True,cubit_train_sp0_1395,train,images/SP0_1395.JPG,cubit_val_sp0_1394,val,images/SP0_1394.JPG,pending_human_review,
372,6,0.61592031,0.06758961,0.11778137,False,cubit_train_sp1_1714,train,images/SP1_1714.JPG,cubit_test_sp0_1721,test,images/SP0_1721.JPG,pending_human_review,
373,6,0.61521333,0.05454365,0.11583555,True,cubit_train_cr1_665,train,images/CR1_665.JPG,cubit_test_cr1_1053,test,images/CR1_1053.JPG,pending_human_review,
374,6,0.59580189,0.09868141,0.16185002,True,cubit_val_sp0_1348,val,images/SP0_1348.JPG,cubit_test_sp1_1338,test,images/SP1_1338.JPG,pending_human_review,
375,6,0.59554219,0.09463513,0.1131046,True,cubit_train_cr1_612,train,images/CR1_612.JPG,cubit_test_cr1_1427,test,images/CR1_1427.JPG,pending_human_review,
376,6,0.59324414,0.14801145,0.22313456,True,cubit_val_sp0_1561,val,images/SP0_1561.JPG,cubit_test_sp0_1560,test,images/SP0_1560.JPG,pending_human_review,
377,6,0.59277797,0.068424,0.13923147,False,cubit_train_sp1_151,train,images/SP1_151.JPG,cubit_val_sp1_159,val,images/SP1_159.JPG,pending_human_review,
378,6,0.58653998,0.08668668,0.13423495,True,cubit_train_sp0_1345,train,images/SP0_1345.JPG,cubit_val_sp0_1346,val,images/SP0_1346.JPG,pending_human_review,
379,6,0.58099556,0.05748099,0.11387186,True,cubit_train_sp0_137,train,images/SP0_137.JPG,cubit_test_sp0_136,test,images/SP0_136.JPG,pending_human_review,
380,6,0.5767675,0.20280597,0.20819707,True,cubit_train_cr1_1009,train,images/CR1_1009.JPG,cubit_test_cr1_1720,test,images/CR1_1720.JPG,pending_human_review,
381,6,0.55603772,0.07657638,0.13366777,True,cubit_train_sp0_147,train,images/SP0_147.JPG,cubit_val_sp1_161,val,images/SP1_161.JPG,pending_human_review,
382,6,0.55410689,0.05869739,0.06486508,True,cubit_train_cr1_1421,train,images/CR1_1421.JPG,cubit_val_cr1_549,val,images/CR1_549.JPG,pending_human_review,
383,6,0.54795355,0.04034112,0.06514007,True,cubit_train_cr1_710,train,images/CR1_710.JPG,cubit_test_cr1_1656,test,images/CR1_1656.JPG,pending_human_review,
384,6,0.54147613,0.03151353,0.05079434,True,cubit_train_cr1_699,train,images/CR1_699.JPG,cubit_val_cr1_720,val,images/CR1_720.JPG,pending_human_review,
385,6,0.53646386,0.02521374,0.06859323,True,cubit_train_cr1_515,train,images/CR1_515.JPG,cubit_test_cr1_966,test,images/CR1_966.JPG,pending_human_review,
386,6,0.53082156,0.02047741,0.06631222,True,cubit_train_cr1_1662,train,images/CR1_1662.JPG,cubit_test_cr1_1656,test,images/CR1_1656.JPG,pending_human_review,
387,6,0.51409829,0.26213783,0.2658698,True,cubit_train_cr1_1004,train,images/CR1_1004.JPG,cubit_test_cr1_343,test,images/CR1_343.JPG,pending_human_review,
388,6,0.51239544,0.06890271,0.13715334,False,cubit_train_sp1_480,train,images/SP1_480.JPG,cubit_val_sp0_496,val,images/SP0_496.JPG,pending_human_review,
389,6,0.50122392,0.14426892,0.24363926,True,cubit_train_cr1_2601,train,images/CR1_2601.JPG,cubit_test_cr1_2594,test,images/CR1_2594.JPG,pending_human_review,
390,6,0.49206528,0.04135168,0.09981155,True,cubit_train_cr1_576,train,images/CR1_576.JPG,cubit_test_cr1_497,test,images/CR1_497.JPG,pending_human_review,
391,6,0.48572469,0.19365834,0.26757303,True,cubit_train_cr1_1626,train,images/CR1_1626.JPG,cubit_test_cr1_1656,test,images/CR1_1656.JPG,pending_human_review,
392,6,0.46009961,0.06546344,0.12328858,True,cubit_train_sp0_1399,train,images/SP0_1399.JPG,cubit_test_sp0_1398,test,images/SP0_1398.JPG,pending_human_review,
393,6,0.44294617,0.1403988,0.1509822,True,cubit_train_cr1_601,train,images/CR1_601.JPG,cubit_test_cr1_3074,test,images/CR1_3074.JPG,pending_human_review,
394,6,0.40705621,0.14889923,0.21500188,True,cubit_train_cr1_1640,train,images/CR1_1640.JPG,cubit_test_cr1_1656,test,images/CR1_1656.JPG,pending_human_review,
395,6,0.32581499,0.07133597,0.08474578,True,cubit_train_cr1_2873,train,images/CR1_2873.JPG,cubit_test_cr1_824,test,images/CR1_824.JPG,pending_human_review,
396,6,0.31886888,0.10311279,0.11155345,True,cubit_train_cr1_1792,train,images/CR1_1792.JPG,cubit_val_cr1_549,val,images/CR1_549.JPG,pending_human_review,
397,6,0.29750571,0.04284692,0.0840341,True,cubit_train_cr1_1074,train,images/CR1_1074.JPG,cubit_test_cr1_1003,test,images/CR1_1003.JPG,pending_human_review,
398,6,0.25924307,0.00870194,0.04022152,True,cubit_train_cr1_331,train,images/CR1_331.JPG,cubit_test_cr1_342,test,images/CR1_342.JPG,pending_human_review,
399,6,0.25418696,0.35166562,0.36797747,True,cubit_val_cr1_1822,val,images/CR1_1822.JPG,cubit_test_cr1_348,test,images/CR1_348.JPG,pending_human_review,
400,6,0.2536836,0.2505663,0.25687909,True,cubit_val_cr1_720,val,images/CR1_720.JPG,cubit_test_cr1_343,test,images/CR1_343.JPG,pending_human_review,
401,6,0.24962044,0.25652716,0.27015573,True,cubit_train_cr1_1090,train,images/CR1_1090.JPG,cubit_test_cr1_343,test,images/CR1_343.JPG,pending_human_review,
402,6,0.11468269,0.03303797,0.06496309,True,cubit_train_cr1_1074,train,images/CR1_1074.JPG,cubit_val_cr1_720,val,images/CR1_720.JPG,pending_human_review,
403,6,0.09270737,0.22695912,0.23092173,True,cubit_train_cr1_1074,train,images/CR1_1074.JPG,cubit_test_cr1_1720,test,images/CR1_1720.JPG,pending_human_review,
404,6,0.01993312,0.24449772,0.24724045,True,cubit_train_cr1_1074,train,images/CR1_1074.JPG,cubit_test_cr1_343,test,images/CR1_343.JPG,pending_human_review,
405,6,0.00018568,0.04673497,0.07837726,True,cubit_train_cr1_1004,train,images/CR1_1004.JPG,cubit_val_cr1_720,val,images/CR1_720.JPG,pending_human_review,
